1497,2-Mar-22,Wednesday,35,Q01193951,Q,01,19,39,51,
1496,1-Mar-22,Tuesday,35,Z01031933,Z,01,03,19,33,
1495,28-Feb-22,Monday,35,L26343676,L,26,34,36,76,
1494,27-Feb-22,Sunday,35,I29454752,I,29,45,47,52,
1493,26-Feb-22,Saturday,35,V08111719,V,08,11,17,19,
1492,25-Feb-22,Friday,35,X36395966,X,36,39,59,66,
1491,24-Feb-22,Thursday,35,N07304665,N,07,30,46,65,
1490,23-Feb-22,Wednesday,35,W30325963,W,30,32,59,63,
1489,22-Feb-22,Tuesday,35,G04235264,G,04,23,52,64,
1488,21-Feb-22,Monday,35,Q06344353,Q,06,34,43,53,
1487,20-Feb-22,Sunday,36,O31445455,O,31,44,54,55,
1486,19-Feb-22,Saturday,36,Y13274655,Y,13,27,46,55,
1485,18-Feb-22,Friday,36,M15304249,M,15,30,42,49,
1484,17-Feb-22,Thursday,36,Y32426777,Y,32,42,67,77,
1483,16-Feb-22,Wednesday,36,R15262774,R,15,26,27,74,
1482,15-Feb-22,Tuesday,36,J46556675,J,46,55,66,75,
1481,14-Feb-22,Monday,36,Z13293536,Z,13,29,35,36,
1480,13-Feb-22,Sunday,36,P21384165,P,21,38,41,65,
1479,12-Feb-22,Saturday,36,P09384975,P,09,38,49,75,
1478,11-Feb-22,Friday,36,A13526071,A,13,52,60,71,
1477,10-Feb-22,Thursday,36,L01111930,L,01,11,19,30,
1476,9-Feb-22,Wednesday,36,X20242774,X,20,24,27,74,
1475,8-Feb-22,Tuesday,37,M11455758,M,11,45,57,58,
1474,7-Feb-22,Monday,37,I13152949,I,13,15,29,49,
1473,6-Feb-22,Sunday,37,J01031061,J,01,03,10,61,
1472,5-Feb-22,Saturday,37,M16297172,M,16,29,71,72,
1471,4-Feb-22,Friday,37,C06404146,C,06,40,41,46,
1470,3-Feb-22,Thursday,37,U16213741,U,16,21,37,41,
1469,2-Feb-22,Wednesday,37,E17606267,E,17,60,62,67,
1468,1-Feb-22,Tuesday,37,P21293656,P,21,29,36,56,
1467,31-Jan-22,Monday,37,N17305077,N,17,30,50,77,
1466,30-Jan-22,Sunday,37,B30375065,B,30,37,50,65,
1465,29-Jan-22,Saturday,37,F28426173,F,28,42,61,73,
1464,28-Jan-22,Friday,37,S12176265,S,12,17,62,65,
1463,27-Jan-22,Thursday,38,U13213671,U,13,21,36,71,
1462,26-Jan-22,Wednesday,38,O09194775,O,09,19,47,75,
1461,25-Jan-22,Tuesday,38,W07095253,W,07,09,52,53,
1460,24-Jan-22,Monday,38,E13246472,E,13,24,64,72,
1459,23-Jan-22,Sunday,38,F52697077,F,52,69,70,77,
1458,22-Jan-22,Saturday,38,Z07163448,Z,07,16,34,48,
1457,21-Jan-22,Friday,38,W01303845,W,01,30,38,45,
1456,20-Jan-22,Thursday,38,A05202548,A,05,20,25,48,
1455,19-Jan-22,Wednesday,38,W06223866,W,06,22,38,66,
1454,18-Jan-22,Tuesday,38,T53656876,T,53,65,68,76,
1453,17-Jan-22,Monday,38,Q02202126,Q,02,20,21,26,
1452,16-Jan-22,Sunday,38,S42436668,S,42,43,66,68,
1451,15-Jan-22,Saturday,39,W18606177,W,18,60,61,77,
1450,14-Jan-22,Friday,39,E03136673,E,03,13,66,73,
1449,13-Jan-22,Thursday,39,C01364475,C,01,36,44,75,
1448,12-Jan-22,Wednesday,39,N04496076,N,04,49,60,76, 
1447,11-Jan-22,Tuesday,39,H02245759,H,02,24,57,59,
1446,10-Jan-22,Monday,39,S29424675,S,29,42,46,75,
1445,9-Jan-22,Sunday,39,N02091138,N,02,09,11,38,
1444,8-Jan-22,Saturday,39,Y39475258,Y,39,47,52,58,
1443,7-Jan-22,Friday,39,Y04092653,Y,04,09,26,53,
1442,6-Jan-22,Thursday,39,N20395872,N,20,39,58,72,
1441,5-Jan-22,Wednesday,39,H18203277,H,18,20,32,77,
1440,4-Jan-22,Tuesday,39,B06586274,B,06,58,62,74,
